Year,Month,TA,UC,T
1865,7,-0.485,1.394,7.255
1865,8,-0.061,1.347,7.279
1865,9,-0.189,1.102,4.761
1865,10,-1.678,1.416,0.152
1865,11,-1.205,0.937,-2.295
1865,12,1.42,1.621,-1.6
1866,1,-1.977,1.738,-5.477
1866,2,-2.94,2.552,-5.87
1866,3,-2.681,3.530,-5.071
1866,4,-0.8,1.488,-1.28
1866,5,-1.849,3.133,1.051
1866,6,0.117,1.124,6.097
1866,7,-0.658,1.505,7.082
1866,8,-0.855,1.118,6.485
1866,9,-1.376,1.258,3.574
1866,10,-0.236,1.653,1.594
1866,11,-1.878,0.845,-2.968
1866,12,-1.421,1.190,-4.441
1867,1,-2.824,3.697,-6.324
1867,2,-1.188,1.994,-4.118
1867,3,-2.603,1.869,-4.993
1867,4,-1.834,2.569,-2.314
1867,5,-1.525,2.098,1.375
1867,6,-0.776,0.778,5.204
1867,7,-0.588,1.235,7.152
1867,8,0.021,1.267,7.361
1867,9,-0.028,0.917,4.922
1867,10,-0.92,1.162,0.91
1867,11,0.891,1.503,-0.199
1867,12,0.612,1.822,-2.408
1868,1,-0.026,1.306,-3.526
1868,2,-2.938,2.146,-5.868
1868,3,-1.535,1.670,-3.925
1868,4,0.365,1.615,-0.115
1868,5,0.322,1.353,3.222
1868,6,-0.334,0.920,5.646
1868,7,-0.03,0.860,7.71
1868,8,-0.326,1.770,7.014
1868,9,-0.308,0.941,4.642
1868,10,-2.087,1.837,-0.257
1868,11,-0.337,1.966,-1.427
1868,12,0.28,2.163,-2.74
1869,1,1.516,1.635,-1.984
1869,2,-1.894,2.734,-4.824
1869,3,-1.664,2.700,-4.054
1869,4,-1.697,0.968,-2.177
1869,5,-1.287,1.284,1.613
1869,6,-0.625,1.579,5.355
1869,7,-0.849,1.201,6.891
1869,8,-1.39,1.607,5.95
1869,9,-1.216,1.000,3.734
1869,10,-0.75,1.019,1.08
1869,11,-3.031,1.911,-4.121
1869,12,-2.088,1.448,-5.108
1870,1,0.54,1.288,-2.96
1870,2,-0.701,1.464,-3.631
1870,3,-1.771,0.969,-4.161
1870,4,-1.11,0.940,-1.59
1870,5,0.483,1.332,3.383
1870,6,-0.255,1.751,5.725
1870,7,0.081,0.903,7.821
