Year,Month,TA,UC,T
1811,11,-4.926,2.836,-32.196
1811,12,-2.048,3.563,-32.708
1812,1,-1.360,6.842,-32.29
1812,2,-4.658,4.626,-35.358
1812,3,-2.176,3.533,-31.896
1812,4,0.685,5.325,-22.495
1812,5,-1.297,2.958,-13.927
1812,6,-1.187,2.570,-6.917
1812,7,0.585,2.685,-2.275
1812,8,-0.012,3.332,-4.932
1812,9,-2.178,4.206,-14.548
1812,10,-1.510,2.811,-22.55
1812,11,-0.739,4.651,-28.009
1812,12,1.120,4.987,-29.54
1813,1,-5.090,4.543,-36.02
1813,2,-1.609,3.653,-32.309
1813,3,-5.897,4.696,-35.617
1813,4,-2.006,3.706,-25.186
1813,5,-2.872,6.812,-15.502
1813,6,1.467,2.915,-4.263
1813,7,1.409,2.875,-1.451
1813,8,-0.447,2.478,-5.367
1813,9,0.479,3.530,-11.891
1813,10,0.411,2.903,-20.629
1813,11,-1.069,3.527,-28.339
1813,12,-0.885,4.422,-31.545
1814,1,0.509,4.578,-30.421
1814,2,-3.917,3.412,-34.617
1814,3,-5.115,4.374,-34.835
1814,4,-0.067,2.747,-23.247
1814,5,-0.079,3.883,-12.709
1814,6,-0.592,2.487,-6.322
1814,7,0.298,4.182,-2.562
1814,8,NaN,NaN,#VALUE!
1814,9,NaN,NaN,#VALUE!
1814,10,NaN,NaN,#VALUE!
1814,11,-0.665,5.500,-27.935
1814,12,2.096,6.467,-28.564
1815,1,-0.662,2.850,-31.592
1815,2,-4.433,5.769,-35.133
1815,3,NaN,NaN,#VALUE!
1815,4,-3.096,4.224,-26.276
1815,5,-1.481,4.019,-14.111
1815,6,-1.196,2.646,-6.926
1815,7,NaN,NaN,#VALUE!
1815,8,NaN,NaN,#VALUE!
1815,9,NaN,NaN,#VALUE!
1815,10,NaN,NaN,#VALUE!
1815,11,NaN,NaN,#VALUE!
1815,12,NaN,NaN,#VALUE!
1816,1,-1.099,3.651,-32.029
1816,2,-0.947,4.553,-31.647
1816,3,-0.846,4.099,-30.566
1816,4,0.265,3.832,-22.915
1816,5,-1.360,2.979,-13.99
1816,6,-1.243,2.721,-6.973
1816,7,-1.123,2.988,-3.983
1816,8,-1.512,2.600,-6.432
1816,9,-1.240,2.508,-13.61
1816,10,-2.788,5.349,-23.828
1816,11,-2.111,6.870,-29.381
1816,12,-5.400,4.596,-36.06
1817,1,-2.483,4.463,-33.413
1817,2,-2.348,4.031,-33.048
1817,3,-2.868,4.184,-32.588
1817,4,-0.261,3.284,-23.441
1817,5,-2.385,2.670,-15.015
1817,6,-1.457,2.772,-7.187
1817,7,-2.067,2.699,-4.927
1817,8,-1.033,2.621,-5.953
1817,9,-2.160,2.876,-14.53
1817,10,-3.250,2.974,-24.29
1817,11,-2.011,3.781,-29.281
1817,12,-2.898,3.129,-33.558
1818,1,-4.763,4.746,-35.693
1818,2,-5.957,3.515,-36.657
1818,3,-2.483,4.316,-32.203
1818,4,1.683,4.883,-21.497
1818,5,-0.678,3.533,-13.308
1818,6,0.260,3.764,-5.47
1818,7,-0.008,3.038,-2.868
1818,8,-0.759,3.042,-5.679
1818,9,-1.232,2.703,-13.602
1818,10,-2.709,3.140,-23.749
1818,11,-2.837,4.578,-30.107
1818,12,-0.588,2.701,-31.248
1819,1,-3.474,4.089,-34.404
1819,2,-1.966,3.185,-32.666
1819,3,-1.716,4.598,-31.436
1819,4,-0.236,2.993,-23.416
1819,5,-1.669,3.270,-14.299
1819,6,-0.794,3.322,-6.524
1819,7,-0.598,2.871,-3.458
1819,8,-2.083,2.901,-7.003
1819,9,-2.108,3.333,-14.478
1819,10,0.083,3.179,-20.957
1819,11,-0.728,3.254,-27.998
1819,12,0.341,3.789,-30.319
1820,1,0.449,6.031,-30.481
1820,2,-1.643,3.589,-32.343
1820,3,-0.326,3.379,-30.046
1820,4,-1.001,3.443,-24.181
1820,5,0.395,2.741,-12.235
1820,6,0.828,2.600,-4.902
1820,7,-0.716,2.982,-3.576
1820,8,-2.344,2.618,-7.264
1820,9,-1.184,2.737,-13.554
1820,10,-1.890,3.061,-22.93
1820,11,-1.395,2.823,-28.665
1820,12,-0.997,3.508,-31.657
1821,1,-1.194,3.268,-32.124
1821,2,-0.507,4.383,-31.207
1821,3,0.792,3.093,-28.928
1821,4,0.094,2.785,-23.086
1821,5,-0.351,2.823,-12.981
1821,6,0.068,4.346,-5.662
1821,7,NaN,NaN,#VALUE!
1821,8,NaN,NaN,#VALUE!
1821,9,NaN,NaN,#VALUE!
1821,10,NaN,NaN,#VALUE!
1821,11,NaN,NaN,#VALUE!
1821,12,NaN,NaN,#VALUE!
1822,1,NaN,NaN,#VALUE!
1822,2,NaN,NaN,#VALUE!
1822,3,NaN,NaN,#VALUE!
1822,4,NaN,NaN,#VALUE!
1822,5,NaN,NaN,#VALUE!
1822,6,NaN,NaN,#VALUE!
1822,7,NaN,NaN,#VALUE!
1822,8,NaN,NaN,#VALUE!
1822,9,NaN,NaN,#VALUE!
1822,10,NaN,NaN,#VALUE!
1822,11,NaN,NaN,#VALUE!
1822,12,NaN,NaN,#VALUE!
1823,1,-0.387,4.219,-31.317
1823,2,-3.127,2.938,-33.827
1823,3,-0.226,3.484,-29.946
1823,4,0.801,4.468,-22.379
1823,5,-1.472,2.907,-14.102
1823,6,0.781,3.304,-4.949
1823,7,0.819,2.879,-2.041
1823,8,-0.605,3.257,-5.525
1823,9,-1.081,3.688,-13.451
1823,10,-0.356,4.097,-21.396
1823,11,-0.509,3.780,-27.779
1823,12,-4.884,4.817,-35.544
1824,1,-1.078,2.358,-32.008
1824,2,-2.008,3.276,-32.708
1824,3,0.418,2.433,-29.302
1824,4,3.166,3.851,-20.014
1824,5,1.898,3.594,-10.732
1824,6,2.580,3.865,-3.15
1824,7,2.218,3.050,-0.642
1824,8,-0.299,3.687,-5.219
1824,9,-1.134,2.782,-13.504
1824,10,-1.993,3.056,-23.033
1824,11,-2.424,4.000,-29.694
1824,12,-0.986,5.087,-31.646
1825,1,-1.016,4.167,-31.946
1825,2,-1.879,3.046,-32.579
1825,3,1.115,4.034,-28.605
1825,4,-0.276,3.309,-23.456
1825,5,-0.714,2.885,-13.344
1825,6,0.586,2.925,-5.144
1825,7,0.365,3.827,-2.495
1825,8,-1.105,3.203,-6.025
1825,9,0.175,3.685,-12.195
1825,10,-0.788,2.634,-21.828
1825,11,-2.457,4.753,-29.727
1825,12,-3.049,3.394,-33.709
1826,1,-1.777,2.320,-32.707
1826,2,-1.418,3.507,-32.118
1826,3,-1.042,4.273,-30.762
1826,4,0.053,3.172,-23.127
1826,5,-0.223,2.121,-12.853
1826,6,-1.534,3.466,-7.264
1826,7,-0.725,3.603,-3.585
1826,8,-1.675,2.856,-6.595
1826,9,0.035,2.885,-12.335
1826,10,-0.249,3.245,-21.289
1826,11,1.498,2.852,-25.772
1826,12,0.971,2.630,-29.689
1827,1,-2.056,4.166,-32.986
1827,2,4.294,6.937,-26.406
1827,3,-1.695,3.267,-31.415
1827,4,0.421,2.932,-22.759
1827,5,0.013,2.752,-12.617
1827,6,0.545,2.975,-5.185
1827,7,-0.128,2.848,-2.988
1827,8,-0.109,3.504,-5.029
1827,9,-0.859,2.907,-13.229
1827,10,-0.160,2.905,-21.2
1827,11,1.030,3.376,-26.24
1827,12,-0.718,3.182,-31.378
1828,1,-1.403,3.777,-32.333
1828,2,-1.333,3.951,-32.033
1828,3,0.800,3.052,-28.92
1828,4,1.314,3.901,-21.866
1828,5,0.564,4.556,-12.066
1828,6,0.721,3.127,-5.009
1828,7,0.823,3.062,-2.037
1828,8,0.116,3.611,-4.804
1828,9,-0.496,3.652,-12.866
1828,10,0.642,3.073,-20.398
1828,11,-0.136,3.313,-27.406
1828,12,-0.282,4.160,-30.942
1829,1,-0.224,3.728,-31.154
1829,2,-0.221,3.741,-30.921
1829,3,2.623,3.700,-27.097
1829,4,1.315,3.377,-21.865
1829,5,-0.447,3.394,-13.077
1829,6,-0.276,3.506,-6.006
1829,7,0.800,3.137,-2.06
1829,8,0.122,3.950,-4.798
1829,9,-0.638,3.568,-13.008
1829,10,-0.726,3.286,-21.766
1829,11,0.698,4.033,-26.572
1829,12,0.666,4.206,-29.994
1830,1,4.182,5.735,-26.748
1830,2,-0.286,2.452,-30.986
1830,3,-2.084,2.360,-31.804
1830,4,0.650,2.198,-22.53
1830,5,0.006,3.613,-12.624
1830,6,1.032,3.702,-4.698
1830,7,0.773,3.500,-2.087
1830,8,-0.476,3.776,-5.396
1830,9,0.584,2.891,-11.786
1830,10,-0.861,3.294,-21.901
1830,11,-1.796,3.224,-29.066
1830,12,-1.126,2.710,-31.786
1831,1,0.549,3.692,-30.381
1831,2,-1.379,4.835,-32.079
1831,3,-0.068,3.299,-29.788
1831,4,1.775,2.837,-21.405
1831,5,0.647,3.121,-11.983
1831,6,1.633,3.501,-4.097
1831,7,0.029,3.200,-2.831
1831,8,-1.709,3.163,-6.629
1831,9,-1.337,2.826,-13.707
1831,10,-3.030,3.761,-24.07
1831,11,-2.167,2.814,-29.437
1831,12,0.736,3.200,-29.924
1832,1,-2.696,3.685,-33.626
1832,2,-5.709,4.991,-36.409
1832,3,-3.554,5.384,-33.274
1832,4,-0.192,3.559,-23.372
1832,5,-1.431,2.421,-14.061
1832,6,-0.123,3.705,-5.853
1832,7,-0.517,4.014,-3.377
1832,8,-2.527,4.154,-7.447
1832,9,-1.954,3.156,-14.324
1832,10,-2.437,3.614,-23.477
1832,11,-3.373,4.528,-30.643
1832,12,-7.333,8.665,-37.993
1833,1,-3.143,5.607,-34.073
1833,2,-3.965,3.776,-34.665
1833,3,1.250,4.529,-28.47
1833,4,0.774,3.192,-22.406
1833,5,-0.886,2.959,-13.516
1833,6,0.266,2.933,-5.464
1833,7,-0.655,3.481,-3.515
1833,8,-0.525,2.789,-5.445
1833,9,-0.471,2.444,-12.841
1833,10,-2.351,2.734,-23.391
1833,11,-3.024,5.554,-30.294
1833,12,-6.252,7.444,-36.912
1834,1,-3.524,2.438,-34.454
1834,2,-5.493,4.888,-36.193
1834,3,-0.461,2.836,-30.181
1834,4,0.540,2.710,-22.64
1834,5,-1.305,2.393,-13.935
1834,6,-0.624,3.331,-6.354
1834,7,0.055,2.925,-2.805
1834,8,-1.346,2.900,-6.266
1834,9,-0.629,3.189,-12.999
1834,10,-1.480,2.191,-22.52
1834,11,-0.407,2.485,-27.677
1834,12,-2.170,4.733,-32.83
1835,1,-7.815,8.193,-38.745
1835,2,-6.416,5.903,-37.116
1835,3,-3.628,4.142,-33.348
1835,4,-0.853,2.544,-24.033
1835,5,-0.773,2.544,-13.403
1835,6,-1.321,2.618,-7.051
1835,7,-0.029,3.122,-2.889
1835,8,-0.827,3.567,-5.747
1835,9,-1.351,2.880,-13.721
1835,10,-2.411,2.524,-23.451
1835,11,2.561,6.519,-24.709
