Year,Month,Temp. Anomaly,UC,Temperature
2011,9,2.64,0.23,14.534
2011,10,0.11,0.15,6.906
2011,11,0.26,0.33,1.973
2011,12,2.26,0.25,-0.283
2012,1,2.06,0.30,-1.964
2012,2,-3.70,0.17,-5.912
2012,3,3.64,0.15,5.04
2012,4,1.33,0.16,7.085
2012,5,1.99,0.28,12.493
2012,6,2.31,0.18,16.341
2012,7,1.75,0.26,17.247
2012,8,2.87,0.24,17.855
2012,9,1.00,0.19,12.891
2012,10,0.60,0.28,7.395
2012,11,2.13,0.09,3.842
2012,12,0.23,0.35,-2.309
2013,1,1.57,0.28,-2.455
2013,2,-0.89,0.16,-3.1
2013,3,-1.24,0.22,0.161
2013,4,1.94,0.20,7.696
2013,5,0.36,0.24,10.858
2013,6,0.69,0.22,14.723
2013,7,3.14,0.10,18.638
2013,8,2.39,0.16,17.38
2013,9,0.10,0.21,11.993
2013,10,1.76,0.13,8.557
2013,11,0.68,0.12,2.387
2013,12,2.22,0.45,-0.323
2014,1,4.10,0.32,0.079
2014,2,3.37,0.37,1.164
2014,3,3.96,0.21,5.361
2014,4,2.77,0.14,8.528
2014,5,0.45,0.10,10.947
2014,6,1.35,0.22,15.381
2014,7,1.59,0.17,17.085
2014,8,-0.04,0.23,14.948
2014,9,0.88,0.13,12.772
2014,10,2.75,0.21,9.547
2014,11,3.70,0.19,5.414
2014,12,2.52,0.30,-0.022
2015,1,3.24,0.25,-0.784
2015,2,0.46,0.22,-1.749
2015,3,1.70,0.22,3.104
2015,4,1.21,0.37,6.969
2015,5,1.44,0.26,11.942
2015,6,1.85,0.16,15.884
2015,7,4.09,0.24,19.585
2015,8,4.04,0.25,19.03
2015,9,-0.08,0.18,11.812
2015,10,0.36,0.13,7.163
2015,11,3.20,0.34,4.911
2015,12,3.70,0.73,1.162
2016,1,2.00,0.34,-2.022
2016,2,3.99,0.16,1.775
2016,3,1.36,0.21,2.76
2016,4,1.78,0.19,7.538
2016,5,0.93,0.21,11.433
2016,6,1.71,0.19,15.738
2016,7,2.27,0.23,17.77
2016,8,1.36,0.19,16.351
2016,9,2.72,0.11,14.613
2016,10,-0.21,0.27,6.594
2016,11,0.51,0.27,2.216
2016,12,1.35,0.45,-1.195
2017,1,-2.59,0.40,-6.613
2017,2,3.00,0.20,0.793
2017,3,4.19,0.14,5.587
2017,4,0.46,0.18,6.215
2017,5,2.19,0.18,12.691
2017,6,3.54,0.15,17.57
2017,7,2.06,0.19,17.557
2017,8,3.08,0.19,18.072
2017,9,-1.19,0.21,10.696
2017,10,1.85,0.22,8.652
2017,11,0.37,0.21,2.077
2017,12,0.95,0.22,-1.59
2018,1,4.34,0.26,0.318
2018,2,-2.19,0.11,-4.401
2018,3,-0.74,0.33,0.665
2018,4,5.45,0.33,11.21
2018,5,3.78,0.42,14.283
2018,6,2.27,0.28,16.296
2018,7,2.42,0.10,17.92
2018,8,3.72,0.36,18.709
2018,9,2.21,0.24,14.098
2018,10,2.63,0.17,9.426
2018,11,2.84,0.19,4.549
2018,12,1.96,0.27,-0.576
2019,1,0.63,0.26,-3.394
2019,2,3.20,0.21,0.991
2019,3,3.13,0.25,4.53
2019,4,2.14,0.25,7.902
2019,5,-1.45,0.27,9.053
2019,6,5.11,0.23,19.144
2019,7,2.77,0.11,18.268
2019,8,3.01,0.16,18.001
2019,9,1.09,0.15,12.976
2019,10,2.42,0.16,9.22
2019,11,2.08,0.19,3.788
2019,12,2.79,0.26,0.253
2020,1,3.02,0.40,-1.004
2020,2,4.41,0.17,2.204
2020,3,1.67,0.26,3.073
2020,4,2.93,0.20,8.694
2020,5,0.21,0.28,10.708
2020,6,1.03,0.26,15.055
2020,7,1.59,0.25,17.091
2020,8,2.89,0.19,17.877
2020,9,1.69,0.24,13.577
2020,10,0.54,0.20,7.342
2020,11,1.44,0.57,3.151
2020,12,2.24,0.40,-0.296
